,id,price,city_y,zip,latitude,longitude,neighbourhood,review_scores_rating
48,6033550,100.0,Van Nuys,91401,34.18011622,-118.42351799999999,Valley Glen,96.0
49,51073,100.0,Glendale,91205,34.13849471,-118.2499699,,60.0
50,10839763,240.0,Los Angeles,90028,34.09893135,-118.32063590000001,Hollywood,100.0
51,20409623,68.0,Los Angeles,90019,34.05218151,-118.34378740000001,Mid-Wilshire,100.0
52,10228764,75.0,Sherman Oaks,91423,34.16582959,-118.42217720000001,Sherman Oaks,97.0
53,17575812,145.0,Los Angeles,90013,34.04770659,-118.25090800000001,Downtown,98.0
54,15942310,99.0,Pasadena,91106,34.13494883,-118.1462612,Pasadena,92.0
55,4884601,45.0,Rowland Heights,91748,33.97880101,-117.89738,,97.0
56,11190379,109.0,Rowland Heights,91748,33.98994162,-117.90166599999999,,100.0
57,14698794,115.0,Los Angeles,90004,34.07642087,-118.2846097,Mid-Wilshire,100.0
58,19981334,35.0,Alhambra,91803,34.0744927,-118.12790030000001,Alhambra,99.0
59,7483034,195.0,Sherman Oaks,91423,34.1580448,-118.4323112,Sherman Oaks,100.0
60,2754149,98.0,Los Angeles,90004,34.07713269,-118.3132803,Mid-Wilshire,96.0
61,19506327,66.0,Los Angeles,90064,34.035767799999995,-118.4313963,,60.0
62,7771546,100.0,Marina Del Rey,90292,33.982569,-118.45621740000001,Marina Del Rey,98.0
63,19737908,162.0,Los Angeles,90024,34.059208899999994,-118.44281609999999,Westwood,93.0
64,17330389,400.0,Malibu,90265,34.03546963,-118.69780060000001,Malibu,
65,1550146,150.0,Los Angeles,90026,34.09079448,-118.2487132,Echo Park,93.0
66,9786021,50.0,Los Angeles,90046,34.09213077,-118.3551413,West Hollywood,93.0
67,2134400,82.0,Los Angeles,90019,34.04823027,-118.3556902,Mid-Wilshire,93.0
68,11047668,65.0,North Hollywood,91605,34.21215398,-118.40382369999999,North Hollywood,
69,4645486,460.0,Malibu,90265,34.06128041,-118.7416889,,100.0
70,20706278,29.0,Pacoima,91331,34.27455565,-118.4069687,Pacoima,90.0
71,18687283,125.0,Castaic,91384,34.4505926,-118.6760255,,98.0
72,7773967,65.0,Santa Monica,90405,34.01518467,-118.4664091,,95.0
73,13795421,95.0,North Hollywood,91601,34.1767055,-118.37578899999998,,100.0
74,18125983,250.0,Malibu,90265,34.01745406,-118.81810290000001,Malibu,99.0
75,15146022,400.0,Lomita,90717,33.7866981,-118.3136774,Lomita,93.0
76,455801,83.0,Los Angeles,90019,34.03990931,-118.32395120000001,Mid-City,91.0
77,1887489,46.0,Los Angeles,90024,34.06291633,-118.45208810000001,Westwood,20.0
78,16630498,289.0,Marina Del Rey,90292,33.96866797,-118.45797639999999,Marina Del Rey,98.0
79,2259719,50.0,Burbank,91505,34.21018543,-118.34931399999999,Sun Valley,87.0
80,15448688,175.0,Los Angeles,90012,34.06235402,-118.24481180000001,,
81,15203727,42.0,Long Beach,90807,33.81493075,-118.190871,,89.0
82,1654170,75.0,Los Angeles,90068,34.11224295,-118.3167543,Hollywood Hills,98.0
83,18078627,138.0,Studio City,91604,34.13748924,-118.36752549999999,Cahuenga Pass,94.0
84,19242128,80.0,Pasadena,91107,34.16797775,-118.0773446,,94.0
85,16243308,48.0,North Hollywood,91606,34.19427305,-118.3800128,,92.0
86,3219171,92.0,Cerritos,90703,33.87212122,-118.0352686,Cerritos,
87,13309996,185.0,Los Angeles,90065,34.10636417,-118.20981259999999,,
88,3384323,139.0,Venice,90291,33.99163382,-118.47779799999999,Venice,
89,13811836,208.0,Los Angeles,90015,34.04642539,-118.2617288,Downtown,100.0
90,5250051,180.0,Venice,90291,33.99260561,-118.4630563,Venice,96.0
91,9571665,125.0,Studio City,91604,34.13719914,-118.38686670000001,Studio City,100.0
92,14199379,50.0,Los Angeles,90012,34.04751821,-118.2342763,Arts District,96.0
93,8532763,88.0,Los Angeles,90028,34.10183934,-118.3416166,Hollywood,100.0
94,10517632,103.0,Valley Village,91607,34.15955916,-118.3944216,Valley Village,97.0
95,9685324,65.0,Los Angeles,90018,34.03400827,-118.3053389,West Adams,98.0
96,17109866,70.0,Venice,90291,33.99460542,-118.4500748,Venice,
97,17476750,99.0,Santa Monica,90404,34.02648481,-118.48259840000001,,92.0
98,1720583,310.0,Marina Del Rey,90292,33.98212718,-118.46342460000001,Venice,87.0
99,17478124,155.0,Santa Monica,90403,34.02578608,-118.49890159999998,Santa Monica,100.0
100,11150526,169.0,Los Angeles,90014,34.04325682,-118.2510176,Downtown,100.0
101,18627135,129.0,North Hollywood,91601,34.1696834,-118.3874368,,
102,225205,30.0,Los Angeles,90028,34.10186059,-118.34402299999999,Hollywood,90.0
103,16929145,35.0,Inglewood,90302,33.97099495,-118.34978829999999,Inglewood,88.0
104,4833294,180.0,Beverly Hills,90212,34.05932598,-118.4091125,Beverly Hills,90.0
105,6832557,120.0,Los Angeles,90028,34.10430366,-118.3341942,,100.0
106,2739703,111.0,Marina Del Rey,90292,33.98626692,-118.44986850000001,Venice,98.0
107,11077219,109.0,Los Angeles,90025,34.05016572,-118.4364305,Westwood,85.0
108,12414037,55.0,Los Angeles,90027,34.09965786,-118.30604070000001,East Hollywood,100.0
109,19927986,94.0,Los Angeles,90038,34.09213819,-118.32234879999999,,91.0
110,13150529,29.0,Gardena,90247,33.90134225,-118.3022935,Gardena,
111,20773540,950.0,Los Angeles,90048,34.07756324,-118.37495530000001,Mid-Wilshire,98.0
112,15954428,160.0,Los Angeles,90038,34.09201789,-118.32320449999999,Hollywood,
113,12419766,65.0,Van Nuys,91411,34.18491496,-118.4703824,Van Nuys,95.0
114,7632804,60.0,Sunland,91040,34.24846532,-118.3476706,,100.0
115,18003619,99.0,Los Angeles,90004,34.07831324,-118.29749140000001,,94.0
116,8937240,240.0,Santa Monica,90405,34.00021996,-118.4793433,Santa Monica,
117,6473307,70.0,Los Angeles,90028,34.10099631,-118.328577,,94.0
118,13896597,46.0,La Crescenta,91214,34.23948786,-118.2647602,Glendale,
119,15438016,38.0,Northridge,91325,34.23733781,-118.53518390000002,Northridge,90.0
120,12981814,35.0,Los Angeles,90024,34.05612944,-118.44236210000001,Westwood,100.0
121,13766952,40.0,Long Beach,90802,33.76293948,-118.18517790000001,,100.0
122,14505006,161.0,North Hollywood,91602,34.14824485,-118.3700838,Toluca Lake,
123,21054696,79.0,San Pedro,90731,33.72275674,-118.2925587,San Pedro,94.0
124,2917203,90.0,West Hollywood,90069,34.08764132,-118.3767624,West Hollywood,100.0
125,14205033,65.0,Glendale,91202,34.16778144,-118.27189950000002,,100.0
126,12388682,100.0,Venice,90291,33.98945166,-118.45208429999998,Venice,93.0
127,6968737,33.0,North Hollywood,91605,34.20918768,-118.3996883,,
128,9366080,85.0,Van Nuys,91406,34.1883534,-118.48451509999998,Lake Balboa,
129,5094335,85.0,Los Angeles,90068,34.1152336,-118.3248631,Hollywood Hills,87.0
130,7346941,35.0,Pasadena,91104,34.16814103,-118.1459279,Pasadena,100.0
131,13707814,49.0,Los Angeles,90007,34.03519936,-118.2835305,,99.0
132,18054278,99.0,Los Angeles,90029,34.08992855,-118.30565279999999,Hollywood,82.0
133,17406413,75.0,North Hollywood,91601,34.16313784,-118.3752118,North Hollywood,78.0
134,9260911,160.0,Los Angeles,90024,34.063265799999996,-118.45200729999999,Westwood,98.0
135,19700646,139.0,Los Angeles,90042,34.11426206,-118.2095907,,
136,17333246,129.0,Santa Monica,90404,34.02699769,-118.4806866,Santa Monica,100.0
137,8780339,99.0,Los Angeles,90028,34.10038372,-118.3179498,,100.0
138,20724,139.0,Venice,90291,33.99348983,-118.46886570000001,Venice,80.0
139,728875,299.0,Pacific Palisades,90272,34.04046256,-118.5298057,Pacific Palisades,93.0
140,11638339,259.0,Marina Del Rey,90292,33.978324799999996,-118.463321,Marina Del Rey,95.0
141,20955156,289.0,Glendora,91741,34.15078563,-117.8537642,Glendora,97.0
142,20432170,99.0,Los Angeles,90046,34.09570894,-118.34721540000001,,
143,755032,195.0,Los Angeles,90039,34.10493861,-118.2674527,Silver Lake,99.0
144,13467391,85.0,Los Angeles,90065,34.09977993,-118.22856709999999,Mount Washington,91.0
145,15115673,99.0,Studio City,91604,34.14637989,-118.38080330000001,Studio City,91.0
146,14575962,145.0,Venice,90291,33.9817497,-118.46483700000002,Venice,95.0
147,9651070,98.0,Santa Monica,90404,34.02547126,-118.47576000000001,Santa Monica,
148,8990226,125.0,Los Angeles,90019,34.04575814,-118.3636568,,
149,16780250,100.0,Los Angeles,90046,34.11258177,-118.36244750000002,,94.0
150,6799722,152.0,Los Angeles,90018,34.03088818,-118.3234867,West Adams,99.0
151,5774013,125.0,Sherman Oaks,91423,34.14946275,-118.44695859999999,Sherman Oaks,
152,11679583,155.0,Los Angeles,90016,34.04021272,-118.3405256,Mid-City,100.0
153,8763676,95.0,Los Angeles,90048,34.07131155,-118.3633607,Mid-Wilshire,87.0
154,13803420,225.0,Los Angeles,90077,34.08699287,-118.45927160000001,Bel Air/Beverly Crest,
155,5761831,119.0,Venice,90291,33.98766287,-118.46772620000002,,100.0
156,3907865,199.0,Los Angeles,90010,34.06257523,-118.2912503,,80.0
157,19880329,99.0,Los Angeles,90048,34.07798847,-118.3651023,Mid-Wilshire,97.0
158,19200270,45.0,Los Angeles,90047,33.97456731,-118.30822279999998,,
159,8036967,32.0,Hawthorne,90250,33.92887071,-118.36197109999999,Hawthorne,100.0
160,15772118,63.0,Redondo Beach,90277,33.83010975,-118.3836899,Redondo Beach,100.0
161,13660425,489.0,Venice,90291,33.98025507,-118.4677185,Venice,98.0
162,10422846,145.0,Culver City,90232,34.01517247,-118.37579939999999,Culver City,
163,13600935,109.0,Los Angeles,90036,34.06427571,-118.34701820000001,Mid-Wilshire,97.0
164,6625283,70.0,Hacienda Heights,91745,33.99088701,-117.9361727,,93.0
165,212297,28.0,Long Beach,90804,33.78169257,-118.14288789999999,,
166,4874722,89.0,Los Angeles,90046,34.08504042,-118.3478867,West Hollywood,100.0
167,4793938,92.0,Studio City,91604,34.15199729,-118.4037456,Studio City,100.0
168,449660,45.0,Reseda,91335,34.20477126,-118.5382134,,
169,1109548,140.0,Los Angeles,90046,34.08539351,-118.3674723,West Hollywood,96.0
170,16415389,70.0,North Hills,91343,34.23213367,-118.4942737,North Hills West,
171,20304639,50.0,Los Angeles,90007,34.03140726,-118.28784089999999,West Adams,
172,10752160,1249.99,Los Angeles,90015,34.0417372,-118.26451019999999,Downtown,
173,4701058,50.0,Winnetka,91306,34.22946053,-118.5810313,,93.0
174,15532430,50.0,Venice,90291,33.98963452,-118.4753922,Venice,87.0
175,19911540,99.0,Los Angeles,90004,34.07359255,-118.3127037,,96.0
176,20786037,34.0,Torrance,90505,33.81643442,-118.37268780000001,Torrance,93.0
177,1752714,89.0,Los Angeles,90012,34.05743327,-118.2530537,Downtown,98.0
178,6414967,59.0,Los Angeles,90045,33.97548278,-118.3804293,Westchester/Playa Del Rey,98.0
179,15424599,50.0,Los Angeles,90032,34.08746195,-118.1878048,Monterey Hills,
180,13511137,98.0,Rowland Heights,91748,33.9891931,-117.91786129999998,,
181,7639730,77.0,Santa Monica,90405,34.02157321,-118.4567027,Santa Monica,96.0
182,14139488,69.0,Long Beach,90807,33.83406513,-118.1811189,Long Beach,97.0
183,6783846,77.0,Manhattan Beach,90266,33.90115846,-118.4206957,Manhattan Beach,
184,2658531,199.0,Los Angeles,90046,34.10543483,-118.34852679999999,Hollywood Hills,96.0
185,17042579,70.0,San Pedro,90732,33.73632243,-118.3061456,San Pedro,60.0
186,4828543,52.0,Van Nuys,91405,34.19830678,-118.4493209,,98.0
187,15028762,52.0,Diamond Bar,91765,34.00029603,-117.81474909999999,,96.0
188,6592661,355.0,Los Angeles,90046,34.11433347,-118.37593740000001,Laurel Canyon,92.0
189,16783042,495.0,Los Angeles,90046,34.10861123,-118.3644043,Hollywood Hills,96.0
190,4819087,125.0,Claremont,91711,34.09874351,-117.7332006,,94.0
191,4776065,45.0,Los Angeles,90004,34.08066153,-118.31128500000001,Mid-Wilshire,98.0
192,11491676,49.0,Los Angeles,90007,34.02142972,-118.29773590000002,,81.0
193,7826548,310.0,Venice,90291,33.9854084,-118.4725773,Venice,96.0
194,20075726,40.0,Lakewood,90713,33.86347153,-118.1234256,,
195,2092778,125.0,Los Angeles,90027,34.10413553,-118.30700990000001,Hollywood,91.0
196,13789433,70.0,Studio City,91604,34.1483197,-118.37977279999998,Studio City,80.0
197,16404289,120.0,Los Angeles,90048,34.07274571,-118.3842335,West Hollywood,97.0
198,14284377,119.0,Long Beach,90802,33.76683443,-118.1808348,Long Beach,
199,6797961,120.0,Long Beach,90803,33.76118453,-118.14939380000001,Long Beach,93.0
200,10068240,180.0,Redondo Beach,90277,33.84240413,-118.3912622,Redondo Beach,88.0
201,5730126,70.0,Redondo Beach,90277,33.81706033,-118.37861229999999,Redondo Beach,99.0
202,12410264,199.0,Los Angeles,90013,34.03299321,-118.24373229999999,,
203,16258036,450.0,Los Angeles,90056,33.98439385,-118.36327250000001,South LA,
204,8284633,227.0,Venice,90291,33.99543692,-118.4663889,Venice,
205,18942735,59.0,Altadena,91001,34.19965286,-118.12935619999999,Altadena,100.0
206,305245,236.0,North Hollywood,91602,34.14595684,-118.37783219999999,Studio City,
207,11546462,50.0,Los Angeles,90025,34.04741434,-118.4619754,West Los Angeles,93.0
208,2284440,50.0,Long Beach,90814,33.77333467,-118.1645027,Long Beach,100.0
209,14685766,100.0,Los Angeles,90046,34.10075829,-118.34832390000001,,100.0
210,13754002,100.0,Los Angeles,90007,34.02640817,-118.2744115,South LA,
211,8741492,89.0,Van Nuys,91411,34.16785924,-118.4562877,Sherman Oaks,99.0
212,20139125,65.0,Torrance,90501,33.80765518,-118.32555900000001,Torrance,93.0
213,19552922,172.0,Santa Monica,90404,34.02397962,-118.48632169999999,,98.0
214,6403198,75.0,Los Angeles,90024,34.05402111,-118.4410406,Westwood,
215,5075412,350.0,Los Angeles,90025,34.04372035,-118.4601466,West Los Angeles,98.0
216,8505035,98.0,Los Angeles,90025,34.04105858,-118.46468020000002,West Los Angeles,96.0
217,12221723,69.0,Los Angeles,90062,34.00977424,-118.30523970000002,South LA,97.0
218,3585309,50.0,Los Angeles,90005,34.05711461,-118.3208294,Mid-Wilshire,94.0
219,16071921,40.0,Azusa,91702,34.13434236,-117.90501670000002,Azusa,
220,19266676,300.0,Los Angeles,90066,33.99755337,-118.4358693,Mar Vista,
221,17152472,75.0,Los Angeles,90025,34.04761296,-118.4601975,West Los Angeles,94.0
222,9132956,96.0,Los Angeles,90065,34.09071872,-118.2195475,Mount Washington,95.0
223,21127261,150.0,Los Angeles,90028,34.10522534,-118.32756140000001,Hollywood,
224,17930505,145.0,Los Angeles,90028,34.10144447,-118.3220825,Hollywood,
225,16241135,279.0,Marina Del Rey,90292,33.97771604,-118.46421709999998,Marina Del Rey,96.0
226,4190301,115.0,Long Beach,90802,33.7646031,-118.16791629999999,Long Beach,95.0
227,17795412,95.0,Los Angeles,90035,34.05539784,-118.3899672,South Robertson,
228,3303849,99.0,Los Angeles,90046,34.09630042,-118.3494814,Hollywood,80.0
229,7024670,90.0,Los Angeles,90066,33.98013509,-118.4151596,Del Rey,
230,17299278,44.0,Monrovia,91016,34.14793639,-118.020758,Arcadia,80.0
231,9513686,40.0,Northridge,91324,34.25594035,-118.53990870000001,Northridge,
232,5773106,375.0,West Hollywood,90069,34.08864947,-118.38416540000001,,
233,16164613,137.0,Los Angeles,90006,34.04243186,-118.2871317,Mid-City,
234,2277178,65.0,Los Angeles,90029,34.09410968,-118.28502009999998,East Hollywood,
235,15479598,97.0,Los Angeles,90046,34.08815377,-118.35268159999998,,95.0
236,16434745,39.0,Studio City,91604,34.1494078,-118.3909152,,95.0
237,2558409,385.0,Altadena,91001,34.20426536,-118.1495423,Altadena,87.0
238,8717008,320.0,Los Angeles,90048,34.07139347,-118.38427949999999,Beverly Hills,89.0
239,3441311,180.0,Arcadia,91007,34.128165700000004,-118.05672140000001,Arcadia,92.0
240,296844,69.0,Los Angeles,90018,34.03815796,-118.3266572,Mid-City,96.0
241,17406465,74.0,Culver City,90230,34.00318603,-118.41151119999999,Culver City,89.0
242,1789045,350.0,West Hollywood,90069,34.08712855,-118.38805190000001,West Hollywood,86.0
243,17301466,120.0,Beverly Hills,90210,34.11080775,-118.4188741,Bel Air/Beverly Crest,100.0
244,5144164,142.0,Los Angeles,90034,34.02376745,-118.3915415,Culver City,98.0
245,975672,100.0,Glendale,91205,34.12939321,-118.2386866,Glendale,100.0
246,13592245,90.0,Los Angeles,90017,34.06023013,-118.2696211,Westlake,
247,21165010,85.0,Topanga,90290,34.07923362,-118.6035935,Topanga,95.0
248,6698326,119.0,Los Angeles,90066,33.98972502,-118.4229193,Del Rey,98.0
249,20653657,60.0,Los Angeles,90029,34.09533819,-118.29533729999999,East Hollywood,
250,17494909,111.0,Venice,90291,33.99334853,-118.46469240000002,,91.0
251,13208614,35.0,Sherman Oaks,91423,34.160894,-118.44079909999999,Sherman Oaks,
252,301994,72.0,Los Angeles,90046,34.09767177,-118.3542699,Hollywood,96.0
253,13209514,250.0,Los Angeles,90066,33.99894878,-118.4425399,Mar Vista,100.0
254,20230778,35.0,Los Angeles,90038,34.0875175,-118.3323799,,
255,14577780,150.0,Venice,90291,33.98148481,-118.4651142,Venice,97.0
256,9395119,134.0,Redondo Beach,90277,33.83465205,-118.382826,Redondo Beach,98.0
257,17414874,79.0,Los Angeles,90048,34.07121948,-118.36115490000002,Mid-Wilshire,60.0
258,9670233,199.0,Santa Monica,90401,34.01289829,-118.48780020000001,Santa Monica,97.0
259,15632392,60.0,Los Angeles,90019,34.04789947,-118.3359114,Mid-City,100.0
260,6847631,90.0,Los Angeles,90028,34.09939638,-118.3445394,Hollywood,97.0
261,4423408,259.0,Los Angeles,90019,34.05268661,-118.34047350000002,Mid-Wilshire,
262,18612707,50.0,Los Angeles,90042,34.11879047,-118.19222930000001,Highland Park,95.0
263,7092618,25.0,Los Angeles,90020,34.06729643,-118.2990358,Mid-Wilshire,
264,20549411,96.0,Los Angeles,90005,34.055998200000005,-118.3055105,Mid-Wilshire,80.0
265,16454916,450.0,Venice,90291,33.9867073,-118.46352649999999,Venice,96.0
266,18314314,30.0,Azusa,91702,34.13338668,-117.90645990000002,,92.0
267,9110425,63.0,Woodland Hills,91364,34.15964912,-118.5679889,,93.0
268,17463966,249.0,Malibu,90265,34.06124631,-118.75281149999999,,100.0
269,13701719,80.0,San Gabriel,91775,34.12765423,-118.0722121,,
270,1325473,90.0,Los Angeles,90043,33.98174846,-118.3510156,South LA,
271,11733534,32.0,Santa Monica,90403,34.02351129,-118.4927983,Santa Monica,20.0
272,16758040,150.0,Los Angeles,90066,34.00366028,-118.44852040000002,Mar Vista,100.0
273,441901,329.0,Los Angeles,90017,34.04545213,-118.2603462,Downtown,97.0
274,5057976,199.0,Santa Monica,90401,34.01449729,-118.5000777,Santa Monica,91.0
275,12253009,100.0,Los Angeles,90038,34.09147308,-118.34142109999999,Hollywood,
276,6524543,65.0,Los Angeles,90031,34.08861538,-118.23090570000001,,95.0
277,20928140,130.0,Venice,90291,33.99339541,-118.4791824,Venice,97.0
278,4333455,43.0,Gardena,90249,33.89624583,-118.3199053,Gardena,90.0
279,17108224,99.0,Los Angeles,90028,34.10569313,-118.3246962,Hollywood,95.0
280,5871900,79.0,La Verne,91750,34.14105481,-117.7659328,,
281,10469962,236.0,Los Angeles,90015,34.04336682,-118.26451540000001,Downtown,85.0
282,6825131,245.0,Los Angeles,90048,34.07305274,-118.362055,Mid-Wilshire,
283,14404369,125.0,Lawndale,90260,33.89852224,-118.3589456,Lawndale,98.0
284,1624985,197.0,Pasadena,91105,34.14021799,-118.1501827,Pasadena,80.0
285,8340604,139.0,Encino,91316,34.16357724,-118.5212993,Encino,
286,7761377,69.0,Van Nuys,91411,34.18730622,-118.45867849999999,Van Nuys,100.0
287,10866319,130.0,West Hollywood,90069,34.08424092,-118.3727333,West Hollywood,92.0
288,20934059,100.0,Playa Vista,90094,33.97043775,-118.4259268,Westchester/Playa Del Rey,93.0
289,4846846,165.0,Santa Monica,90403,34.03724616,-118.48120619999999,Santa Monica,
290,17526388,299.0,Santa Monica,90403,34.03227891,-118.48999540000001,Santa Monica,
291,1995400,133.0,West Hollywood,90069,34.08756657,-118.36949779999999,West Hollywood,96.0
292,13743786,125.0,Sherman Oaks,91423,34.16144373,-118.4216834,Sherman Oaks,
293,6064250,175.0,Venice,90291,33.99434576,-118.47312009999999,Venice,100.0
294,8370508,85.0,Los Angeles,90012,34.06163069,-118.24920900000001,,60.0
295,19177986,75.0,Santa Monica,90405,34.00440972,-118.47158020000002,,100.0
296,9174612,89.0,San Pedro,90731,33.75430455,-118.2953491,,
297,10765065,250.0,North Hollywood,91601,34.16180769,-118.37384159999999,North Hollywood,96.0
298,17340683,89.0,Los Angeles,90048,34.06637324,-118.3743232,Mid-Wilshire,
299,15663513,167.0,San Gabriel,91775,34.12387571,-118.06836820000001,East San Gabriel,89.0
300,1213582,98.0,Los Angeles,90048,34.08349017,-118.3729074,West Hollywood,100.0
301,648093,111.0,Santa Monica,90402,34.03288809,-118.4964527,Santa Monica,91.0
302,15255864,89.0,Los Angeles,90041,34.13245525,-118.2146315,Eagle Rock,98.0
303,19702232,155.0,Los Angeles,90025,34.04741406,-118.4593047,West Los Angeles,
304,5965216,105.0,Los Angeles,90066,33.99614516,-118.42221,Del Rey,96.0
305,3614680,75.0,Altadena,91001,34.19221601,-118.15013959999999,,100.0
306,15643873,100.0,Los Angeles,90024,34.06083883,-118.44140049999999,Westwood,
307,1994574,35.0,Los Angeles,90036,34.05864917,-118.3536815,Mid-Wilshire,
308,5327035,50.0,Los Angeles,90012,34.04933958,-118.23429250000001,Arts District,94.0
309,16028490,55.0,Pico Rivera,90660,33.98803519,-118.09372330000001,,97.0
310,17406430,115.0,Los Angeles,90028,34.09769014,-118.34201429999999,Hollywood,96.0
311,20267865,50.0,Los Angeles,90028,34.10127135,-118.3297379,Hollywood,89.0
312,9451597,40.0,Los Angeles,90066,34.02169856,-118.437243,Mar Vista,
313,13532311,390.0,Los Angeles,90024,34.06151622,-118.43545719999999,Westwood,
314,4610675,89.0,Marina Del Rey,90292,33.97664383,-118.46279809999999,Marina Del Rey,100.0
315,18411753,150.0,Los Angeles,90046,34.0992841,-118.3632873,Hollywood,
316,17030885,175.0,Venice,90291,33.98238528,-118.4677022,,92.0
317,4301222,450.0,Los Angeles,90019,34.05228765,-118.35898610000001,Mid-Wilshire,83.0
318,15941087,85.0,Los Angeles,90046,34.09977173,-118.350505,,95.0
319,7389769,500.0,North Hollywood,91601,34.16989058,-118.3642985,North Hollywood,
320,4782243,179.0,Pasadena,91101,34.14333888,-118.1418152,Pasadena,95.0
321,19619512,175.0,Los Angeles,90046,34.10242681,-118.3631332,Hollywood Hills,90.0
322,5931952,79.0,Inglewood,90303,33.93830784,-118.3323133,,93.0
323,18580921,100.0,Los Angeles,90012,34.04773488,-118.239405,Downtown,96.0
324,10321776,50.0,Hacienda Heights,91745,33.99586355,-117.93655840000001,,90.0
325,14198342,175.0,Los Angeles,90025,34.04070383,-118.4638737,West Los Angeles,98.0
326,12274905,120.0,Los Angeles,90032,34.084545399999996,-118.1892501,Lincoln Heights,99.0
327,7280679,49.0,Los Angeles,90048,34.07079864,-118.366901,Mid-Wilshire,99.0
328,3221082,130.0,Los Angeles,90039,34.09827323,-118.25995929999999,Silver Lake,97.0
329,4364789,109.0,Los Angeles,90039,34.10401093,-118.2690602,Silver Lake,100.0
